link,queue,start,end,cycle
1,0,0,50,5000
1,7,50,100,5000
1,7,100,150,5000
1,7,150,200,5000
1,0,200,250,5000
1,0,250,300,5000
1,0,300,350,5000
1,0,350,400,5000
1,0,400,450,5000
1,0,450,500,5000
1,0,500,550,5000
1,0,550,600,5000
1,0,600,650,5000
1,0,650,700,5000
1,0,700,750,5000
1,0,750,800,5000
1,0,800,850,5000
1,0,850,900,5000
1,0,900,950,5000
1,0,950,1000,5000
1,0,1000,1050,5000
1,7,1050,1100,5000
1,7,1100,1150,5000
1,7,1150,1200,5000
1,0,1200,1250,5000
1,0,1250,1300,5000
1,0,1300,1350,5000
1,0,1350,1400,5000
1,0,1400,1450,5000
1,0,1450,1500,5000
1,0,1500,1550,5000
1,0,1550,1600,5000
1,0,1600,1650,5000
1,0,1650,1700,5000
1,0,1700,1750,5000
1,0,1750,1800,5000
1,0,1800,1850,5000
1,0,1850,1900,5000
1,0,1900,1950,5000
1,0,1950,2000,5000
1,0,2000,2050,5000
1,7,2050,2100,5000
1,7,2100,2150,5000
1,7,2150,2200,5000
1,0,2200,2250,5000
1,0,2250,2300,5000
1,0,2300,2350,5000
1,0,2350,2400,5000
1,0,2400,2450,5000
1,0,2450,2500,5000
1,0,2500,2550,5000
1,0,2550,2600,5000
1,0,2600,2650,5000
1,0,2650,2700,5000
1,0,2700,2750,5000
1,0,2750,2800,5000
1,7,2800,2850,5000
1,0,2850,2900,5000
1,0,2900,2950,5000
1,0,2950,3000,5000
1,0,3000,3050,5000
1,7,3050,3100,5000
1,7,3100,3150,5000
1,7,3150,3200,5000
1,0,3200,3250,5000
1,0,3250,3300,5000
1,0,3300,3350,5000
1,0,3350,3400,5000
1,0,3400,3450,5000
1,0,3450,3500,5000
1,0,3500,3550,5000
1,0,3550,3600,5000
1,0,3600,3650,5000
1,0,3650,3700,5000
1,0,3700,3750,5000
1,0,3750,3800,5000
1,7,3800,3850,5000
1,0,3850,3900,5000
1,0,3900,3950,5000
1,0,3950,4000,5000
1,0,4000,4050,5000
1,7,4050,4100,5000
1,7,4100,4150,5000
1,7,4150,4200,5000
1,0,4200,4250,5000
1,0,4250,4300,5000
1,0,4300,4350,5000
1,0,4350,4400,5000
1,0,4400,4450,5000
1,0,4450,4500,5000
1,0,4500,4550,5000
1,0,4550,4600,5000
1,0,4600,4650,5000
1,0,4650,4700,5000
1,0,4700,4750,5000
1,0,4750,4800,5000
1,0,4800,4850,5000
1,0,4850,4900,5000
1,0,4900,4950,5000
1,0,4950,5000,5000
2,6,0,50,5000
2,0,50,100,5000
2,0,100,150,5000
2,0,150,200,5000
2,0,200,250,5000
2,0,250,300,5000
2,0,300,350,5000
2,0,350,400,5000
2,0,400,450,5000
2,0,450,500,5000
2,0,500,550,5000
2,0,550,600,5000
2,0,600,650,5000
2,0,650,700,5000
2,0,700,750,5000
2,0,750,800,5000
2,0,800,850,5000
2,0,850,900,5000
2,0,900,950,5000
2,0,950,1000,5000
2,0,1000,1050,5000
2,0,1050,1100,5000
2,0,1100,1150,5000
2,0,1150,1200,5000
2,0,1200,1250,5000
2,0,1250,1300,5000
2,0,1300,1350,5000
2,0,1350,1400,5000
2,0,1400,1450,5000
2,0,1450,1500,5000
2,0,1500,1550,5000
2,0,1550,1600,5000
2,0,1600,1650,5000
2,0,1650,1700,5000
2,0,1700,1750,5000
2,0,1750,1800,5000
2,0,1800,1850,5000
2,0,1850,1900,5000
2,0,1900,1950,5000
2,0,1950,2000,5000
2,0,2000,2050,5000
2,0,2050,2100,5000
2,0,2100,2150,5000
2,0,2150,2200,5000
2,0,2200,2250,5000
2,0,2250,2300,5000
2,0,2300,2350,5000
2,0,2350,2400,5000
2,0,2400,2450,5000
2,0,2450,2500,5000
2,0,2500,2550,5000
2,0,2550,2600,5000
2,0,2600,2650,5000
2,0,2650,2700,5000
2,0,2700,2750,5000
2,0,2750,2800,5000
2,0,2800,2850,5000
2,0,2850,2900,5000
2,0,2900,2950,5000
2,0,2950,3000,5000
2,0,3000,3050,5000
2,0,3050,3100,5000
2,0,3100,3150,5000
2,0,3150,3200,5000
2,0,3200,3250,5000
2,0,3250,3300,5000
2,0,3300,3350,5000
2,0,3350,3400,5000
2,0,3400,3450,5000
2,0,3450,3500,5000
2,0,3500,3550,5000
2,0,3550,3600,5000
2,0,3600,3650,5000
2,0,3650,3700,5000
2,0,3700,3750,5000
2,0,3750,3800,5000
2,0,3800,3850,5000
2,0,3850,3900,5000
2,0,3900,3950,5000
2,0,3950,4000,5000
2,0,4000,4050,5000
2,0,4050,4100,5000
2,0,4100,4150,5000
2,0,4150,4200,5000
2,0,4200,4250,5000
2,0,4250,4300,5000
2,0,4300,4350,5000
2,0,4350,4400,5000
2,0,4400,4450,5000
2,0,4450,4500,5000
2,0,4500,4550,5000
2,0,4550,4600,5000
2,0,4600,4650,5000
2,0,4650,4700,5000
2,0,4700,4750,5000
2,0,4750,4800,5000
2,0,4800,4850,5000
2,0,4850,4900,5000
2,0,4900,4950,5000
2,0,4950,5000,5000
3,5,0,50,5000
3,5,50,100,5000
3,5,100,150,5000
3,7,150,200,5000
3,7,200,250,5000
3,7,250,300,5000
3,7,300,350,5000
3,7,350,400,5000
3,7,400,450,5000
3,7,450,500,5000
3,7,500,550,5000
3,7,550,600,5000
3,7,600,650,5000
3,7,650,700,5000
3,7,700,750,5000
3,7,750,800,5000
3,7,800,850,5000
3,7,850,900,5000
3,7,900,950,5000
3,7,950,1000,5000
3,5,1000,1050,5000
3,5,1050,1100,5000
3,5,1100,1150,5000
3,7,1150,1200,5000
3,7,1200,1250,5000
3,7,1250,1300,5000
3,7,1300,1350,5000
3,7,1350,1400,5000
3,7,1400,1450,5000
3,7,1450,1500,5000
3,7,1500,1550,5000
3,7,1550,1600,5000
3,7,1600,1650,5000
3,7,1650,1700,5000
3,7,1700,1750,5000
3,7,1750,1800,5000
3,7,1800,1850,5000
3,7,1850,1900,5000
3,7,1900,1950,5000
3,7,1950,2000,5000
3,5,2000,2050,5000
3,5,2050,2100,5000
3,5,2100,2150,5000
3,7,2150,2200,5000
3,7,2200,2250,5000
3,7,2250,2300,5000
3,7,2300,2350,5000
3,7,2350,2400,5000
3,7,2400,2450,5000
3,7,2450,2500,5000
3,7,2500,2550,5000
3,7,2550,2600,5000
3,7,2600,2650,5000
3,7,2650,2700,5000
3,7,2700,2750,5000
3,5,2750,2800,5000
3,7,2800,2850,5000
3,7,2850,2900,5000
3,7,2900,2950,5000
3,7,2950,3000,5000
3,5,3000,3050,5000
3,5,3050,3100,5000
3,5,3100,3150,5000
3,7,3150,3200,5000
3,7,3200,3250,5000
3,7,3250,3300,5000
3,7,3300,3350,5000
3,7,3350,3400,5000
3,7,3400,3450,5000
3,7,3450,3500,5000
3,7,3500,3550,5000
3,7,3550,3600,5000
3,7,3600,3650,5000
3,7,3650,3700,5000
3,7,3700,3750,5000
3,5,3750,3800,5000
3,7,3800,3850,5000
3,7,3850,3900,5000
3,7,3900,3950,5000
3,7,3950,4000,5000
3,5,4000,4050,5000
3,5,4050,4100,5000
3,5,4100,4150,5000
3,7,4150,4200,5000
3,7,4200,4250,5000
3,7,4250,4300,5000
3,7,4300,4350,5000
3,7,4350,4400,5000
3,7,4400,4450,5000
3,7,4450,4500,5000
3,7,4500,4550,5000
3,7,4550,4600,5000
3,7,4600,4650,5000
3,7,4650,4700,5000
3,7,4700,4750,5000
3,5,4750,4800,5000
3,7,4800,4850,5000
3,7,4850,4900,5000
3,7,4900,4950,5000
3,7,4950,5000,5000
4,0,0,50,5000
4,0,50,100,5000
4,0,100,150,5000
4,0,150,200,5000
4,0,200,250,5000
4,0,250,300,5000
4,0,300,350,5000
4,0,350,400,5000
4,5,400,450,5000
4,0,450,500,5000
4,0,500,550,5000
4,0,550,600,5000
4,0,600,650,5000
4,0,650,700,5000
4,0,700,750,5000
4,0,750,800,5000
4,0,800,850,5000
4,0,850,900,5000
4,0,900,950,5000
4,0,950,1000,5000
4,0,1000,1050,5000
4,0,1050,1100,5000
4,0,1100,1150,5000
4,0,1150,1200,5000
4,0,1200,1250,5000
4,0,1250,1300,5000
4,0,1300,1350,5000
4,0,1350,1400,5000
4,0,1400,1450,5000
4,0,1450,1500,5000
4,0,1500,1550,5000
4,0,1550,1600,5000
4,0,1600,1650,5000
4,0,1650,1700,5000
4,0,1700,1750,5000
4,0,1750,1800,5000
4,0,1800,1850,5000
4,0,1850,1900,5000
4,0,1900,1950,5000
4,0,1950,2000,5000
4,0,2000,2050,5000
4,0,2050,2100,5000
4,0,2100,2150,5000
4,0,2150,2200,5000
4,0,2200,2250,5000
4,0,2250,2300,5000
4,0,2300,2350,5000
4,0,2350,2400,5000
4,0,2400,2450,5000
4,0,2450,2500,5000
4,0,2500,2550,5000
4,0,2550,2600,5000
4,0,2600,2650,5000
4,0,2650,2700,5000
4,0,2700,2750,5000
4,0,2750,2800,5000
4,0,2800,2850,5000
4,0,2850,2900,5000
4,0,2900,2950,5000
4,0,2950,3000,5000
4,0,3000,3050,5000
4,0,3050,3100,5000
4,0,3100,3150,5000
4,0,3150,3200,5000
4,0,3200,3250,5000
4,0,3250,3300,5000
4,0,3300,3350,5000
4,0,3350,3400,5000
4,0,3400,3450,5000
4,0,3450,3500,5000
4,0,3500,3550,5000
4,0,3550,3600,5000
4,0,3600,3650,5000
4,0,3650,3700,5000
4,0,3700,3750,5000
4,0,3750,3800,5000
4,0,3800,3850,5000
4,0,3850,3900,5000
4,0,3900,3950,5000
4,0,3950,4000,5000
4,0,4000,4050,5000
4,0,4050,4100,5000
4,0,4100,4150,5000
4,0,4150,4200,5000
4,0,4200,4250,5000
4,0,4250,4300,5000
4,0,4300,4350,5000
4,0,4350,4400,5000
4,0,4400,4450,5000
4,0,4450,4500,5000
4,0,4500,4550,5000
4,0,4550,4600,5000
4,0,4600,4650,5000
4,0,4650,4700,5000
4,0,4700,4750,5000
4,0,4750,4800,5000
4,0,4800,4850,5000
4,0,4850,4900,5000
4,0,4900,4950,5000
4,0,4950,5000,5000
5,2,0,50,5000
5,2,50,100,5000
5,2,100,150,5000
5,2,150,200,5000
5,2,200,250,5000
5,2,250,300,5000
5,2,300,350,5000
5,2,350,400,5000
5,2,400,450,5000
5,2,450,500,5000
5,2,500,550,5000
5,2,550,600,5000
5,2,600,650,5000
5,2,650,700,5000
5,2,700,750,5000
5,2,750,800,5000
5,2,800,850,5000
5,2,850,900,5000
5,2,900,950,5000
5,2,950,1000,5000
5,2,1000,1050,5000
5,2,1050,1100,5000
5,2,1100,1150,5000
5,2,1150,1200,5000
5,2,1200,1250,5000
5,2,1250,1300,5000
5,2,1300,1350,5000
5,2,1350,1400,5000
5,2,1400,1450,5000
5,2,1450,1500,5000
5,2,1500,1550,5000
5,2,1550,1600,5000
5,2,1600,1650,5000
5,2,1650,1700,5000
5,0,1700,1750,5000
5,2,1750,1800,5000
5,2,1800,1850,5000
5,2,1850,1900,5000
5,2,1900,1950,5000
5,0,1950,2000,5000
5,2,2000,2050,5000
5,2,2050,2100,5000
5,2,2100,2150,5000
5,2,2150,2200,5000
5,2,2200,2250,5000
5,2,2250,2300,5000
5,2,2300,2350,5000
5,2,2350,2400,5000
5,2,2400,2450,5000
5,2,2450,2500,5000
5,2,2500,2550,5000
5,2,2550,2600,5000
5,2,2600,2650,5000
5,2,2650,2700,5000
5,0,2700,2750,5000
5,2,2750,2800,5000
5,2,2800,2850,5000
5,2,2850,2900,5000
5,2,2900,2950,5000
5,0,2950,3000,5000
5,2,3000,3050,5000
5,2,3050,3100,5000
5,2,3100,3150,5000
5,2,3150,3200,5000
5,2,3200,3250,5000
5,2,3250,3300,5000
5,2,3300,3350,5000
5,2,3350,3400,5000
5,2,3400,3450,5000
5,2,3450,3500,5000
5,2,3500,3550,5000
5,2,3550,3600,5000
5,2,3600,3650,5000
5,2,3650,3700,5000
5,0,3700,3750,5000
5,2,3750,3800,5000
5,2,3800,3850,5000
5,2,3850,3900,5000
5,2,3900,3950,5000
5,0,3950,4000,5000
5,2,4000,4050,5000
5,2,4050,4100,5000
5,2,4100,4150,5000
5,2,4150,4200,5000
5,2,4200,4250,5000
5,2,4250,4300,5000
5,2,4300,4350,5000
5,2,4350,4400,5000
5,2,4400,4450,5000
5,2,4450,4500,5000
5,2,4500,4550,5000
5,2,4550,4600,5000
5,2,4600,4650,5000
5,2,4650,4700,5000
5,0,4700,4750,5000
5,2,4750,4800,5000
5,2,4800,4850,5000
5,2,4850,4900,5000
5,2,4900,4950,5000
5,0,4950,5000,5000
6,5,0,50,5000
6,0,50,100,5000
6,0,100,150,5000
6,0,150,200,5000
6,0,200,250,5000
6,0,250,300,5000
6,0,300,350,5000
6,0,350,400,5000
6,0,400,450,5000
6,0,450,500,5000
6,0,500,550,5000
6,0,550,600,5000
6,0,600,650,5000
6,0,650,700,5000
6,0,700,750,5000
6,0,750,800,5000
6,0,800,850,5000
6,0,850,900,5000
6,0,900,950,5000
6,0,950,1000,5000
6,0,1000,1050,5000
6,0,1050,1100,5000
6,0,1100,1150,5000
6,0,1150,1200,5000
6,0,1200,1250,5000
6,0,1250,1300,5000
6,0,1300,1350,5000
6,0,1350,1400,5000
6,0,1400,1450,5000
6,0,1450,1500,5000
6,0,1500,1550,5000
6,0,1550,1600,5000
6,0,1600,1650,5000
6,0,1650,1700,5000
6,0,1700,1750,5000
6,0,1750,1800,5000
6,0,1800,1850,5000
6,0,1850,1900,5000
6,0,1900,1950,5000
6,0,1950,2000,5000
6,0,2000,2050,5000
6,0,2050,2100,5000
6,0,2100,2150,5000
6,0,2150,2200,5000
6,0,2200,2250,5000
6,0,2250,2300,5000
6,0,2300,2350,5000
6,0,2350,2400,5000
6,0,2400,2450,5000
6,0,2450,2500,5000
6,0,2500,2550,5000
6,0,2550,2600,5000
6,0,2600,2650,5000
6,0,2650,2700,5000
6,0,2700,2750,5000
6,0,2750,2800,5000
6,0,2800,2850,5000
6,0,2850,2900,5000
6,0,2900,2950,5000
6,0,2950,3000,5000
6,0,3000,3050,5000
6,0,3050,3100,5000
6,0,3100,3150,5000
6,0,3150,3200,5000
6,0,3200,3250,5000
6,0,3250,3300,5000
6,0,3300,3350,5000
6,0,3350,3400,5000
6,0,3400,3450,5000
6,0,3450,3500,5000
6,0,3500,3550,5000
6,0,3550,3600,5000
6,0,3600,3650,5000
6,0,3650,3700,5000
6,0,3700,3750,5000
6,0,3750,3800,5000
6,0,3800,3850,5000
6,0,3850,3900,5000
6,0,3900,3950,5000
6,0,3950,4000,5000
6,0,4000,4050,5000
6,0,4050,4100,5000
6,0,4100,4150,5000
6,0,4150,4200,5000
6,0,4200,4250,5000
6,0,4250,4300,5000
6,0,4300,4350,5000
6,0,4350,4400,5000
6,0,4400,4450,5000
6,0,4450,4500,5000
6,0,4500,4550,5000
6,0,4550,4600,5000
6,0,4600,4650,5000
6,0,4650,4700,5000
6,0,4700,4750,5000
6,0,4750,4800,5000
6,0,4800,4850,5000
6,0,4850,4900,5000
6,0,4900,4950,5000
6,0,4950,5000,5000
10,3,0,50,5000
10,3,50,100,5000
10,3,100,150,5000
10,0,150,200,5000
10,0,200,250,5000
10,0,250,300,5000
10,0,300,350,5000
10,0,350,400,5000
10,0,400,450,5000
10,0,450,500,5000
10,0,500,550,5000
10,0,550,600,5000
10,0,600,650,5000
10,0,650,700,5000
10,0,700,750,5000
10,0,750,800,5000
10,0,800,850,5000
10,0,850,900,5000
10,0,900,950,5000
10,0,950,1000,5000
10,0,1000,1050,5000
10,3,1050,1100,5000
10,0,1100,1150,5000
10,0,1150,1200,5000
10,0,1200,1250,5000
10,0,1250,1300,5000
10,0,1300,1350,5000
10,0,1350,1400,5000
10,0,1400,1450,5000
10,0,1450,1500,5000
10,0,1500,1550,5000
10,0,1550,1600,5000
10,0,1600,1650,5000
10,0,1650,1700,5000
10,0,1700,1750,5000
10,0,1750,1800,5000
10,0,1800,1850,5000
10,0,1850,1900,5000
10,0,1900,1950,5000
10,0,1950,2000,5000
10,0,2000,2050,5000
10,3,2050,2100,5000
10,0,2100,2150,5000
10,0,2150,2200,5000
10,0,2200,2250,5000
10,0,2250,2300,5000
10,0,2300,2350,5000
10,0,2350,2400,5000
10,0,2400,2450,5000
10,0,2450,2500,5000
10,0,2500,2550,5000
10,0,2550,2600,5000
10,0,2600,2650,5000
10,0,2650,2700,5000
10,0,2700,2750,5000
10,0,2750,2800,5000
10,0,2800,2850,5000
10,0,2850,2900,5000
10,0,2900,2950,5000
10,0,2950,3000,5000
10,0,3000,3050,5000
10,3,3050,3100,5000
10,0,3100,3150,5000
10,0,3150,3200,5000
10,0,3200,3250,5000
10,0,3250,3300,5000
10,0,3300,3350,5000
10,0,3350,3400,5000
10,0,3400,3450,5000
10,0,3450,3500,5000
10,0,3500,3550,5000
10,0,3550,3600,5000
10,0,3600,3650,5000
10,0,3650,3700,5000
10,0,3700,3750,5000
10,0,3750,3800,5000
10,0,3800,3850,5000
10,0,3850,3900,5000
10,0,3900,3950,5000
10,0,3950,4000,5000
10,0,4000,4050,5000
10,3,4050,4100,5000
10,0,4100,4150,5000
10,0,4150,4200,5000
10,0,4200,4250,5000
10,0,4250,4300,5000
10,0,4300,4350,5000
10,0,4350,4400,5000
10,0,4400,4450,5000
10,0,4450,4500,5000
10,0,4500,4550,5000
10,0,4550,4600,5000
10,0,4600,4650,5000
10,0,4650,4700,5000
10,0,4700,4750,5000
10,0,4750,4800,5000
10,0,4800,4850,5000
10,0,4850,4900,5000
10,0,4900,4950,5000
10,0,4950,5000,5000
11,0,0,50,5000
11,0,50,100,5000
11,0,100,150,5000
11,0,150,200,5000
11,0,200,250,5000
11,4,250,300,5000
11,4,300,350,5000
11,4,350,400,5000
11,0,400,450,5000
11,0,450,500,5000
11,0,500,550,5000
11,0,550,600,5000
11,0,600,650,5000
11,0,650,700,5000
11,0,700,750,5000
11,0,750,800,5000
11,0,800,850,5000
11,0,850,900,5000
11,0,900,950,5000
11,0,950,1000,5000
11,0,1000,1050,5000
11,0,1050,1100,5000
11,4,1100,1150,5000
11,4,1150,1200,5000
11,0,1200,1250,5000
11,0,1250,1300,5000
11,0,1300,1350,5000
11,0,1350,1400,5000
11,0,1400,1450,5000
11,0,1450,1500,5000
11,0,1500,1550,5000
11,0,1550,1600,5000
11,0,1600,1650,5000
11,0,1650,1700,5000
11,0,1700,1750,5000
11,0,1750,1800,5000
11,0,1800,1850,5000
11,0,1850,1900,5000
11,0,1900,1950,5000
11,0,1950,2000,5000
11,0,2000,2050,5000
11,0,2050,2100,5000
11,4,2100,2150,5000
11,4,2150,2200,5000
11,0,2200,2250,5000
11,0,2250,2300,5000
11,0,2300,2350,5000
11,0,2350,2400,5000
11,0,2400,2450,5000
11,0,2450,2500,5000
11,0,2500,2550,5000
11,0,2550,2600,5000
11,0,2600,2650,5000
11,0,2650,2700,5000
11,0,2700,2750,5000
11,0,2750,2800,5000
11,0,2800,2850,5000
11,0,2850,2900,5000
11,0,2900,2950,5000
11,0,2950,3000,5000
11,0,3000,3050,5000
11,0,3050,3100,5000
11,4,3100,3150,5000
11,4,3150,3200,5000
11,0,3200,3250,5000
11,0,3250,3300,5000
11,0,3300,3350,5000
11,0,3350,3400,5000
11,0,3400,3450,5000
11,0,3450,3500,5000
11,0,3500,3550,5000
11,0,3550,3600,5000
11,0,3600,3650,5000
11,0,3650,3700,5000
11,0,3700,3750,5000
11,0,3750,3800,5000
11,0,3800,3850,5000
11,0,3850,3900,5000
11,0,3900,3950,5000
11,0,3950,4000,5000
11,0,4000,4050,5000
11,0,4050,4100,5000
11,4,4100,4150,5000
11,4,4150,4200,5000
11,0,4200,4250,5000
11,0,4250,4300,5000
11,0,4300,4350,5000
11,0,4350,4400,5000
11,0,4400,4450,5000
11,0,4450,4500,5000
11,0,4500,4550,5000
11,0,4550,4600,5000
11,0,4600,4650,5000
11,0,4650,4700,5000
11,0,4700,4750,5000
11,0,4750,4800,5000
11,0,4800,4850,5000
11,0,4850,4900,5000
11,0,4900,4950,5000
11,0,4950,5000,5000
12,4,0,50,5000
12,4,50,100,5000
12,0,100,150,5000
12,0,150,200,5000
12,0,200,250,5000
12,0,250,300,5000
12,0,300,350,5000
12,0,350,400,5000
12,0,400,450,5000
12,0,450,500,5000
12,0,500,550,5000
12,0,550,600,5000
12,0,600,650,5000
12,0,650,700,5000
12,0,700,750,5000
12,0,750,800,5000
