link,queue,start,end,cycle
12,0,800,850,5000
12,0,850,900,5000
12,0,900,950,5000
12,0,950,1000,5000
12,0,1000,1050,5000
12,0,1050,1100,5000
12,0,1100,1150,5000
12,0,1150,1200,5000
12,0,1200,1250,5000
12,0,1250,1300,5000
12,0,1300,1350,5000
12,0,1350,1400,5000
12,0,1400,1450,5000
12,0,1450,1500,5000
12,0,1500,1550,5000
12,0,1550,1600,5000
12,0,1600,1650,5000
12,0,1650,1700,5000
12,0,1700,1750,5000
12,0,1750,1800,5000
12,0,1800,1850,5000
12,0,1850,1900,5000
12,0,1900,1950,5000
12,0,1950,2000,5000
12,0,2000,2050,5000
12,0,2050,2100,5000
12,0,2100,2150,5000
12,0,2150,2200,5000
12,0,2200,2250,5000
12,0,2250,2300,5000
12,0,2300,2350,5000
12,0,2350,2400,5000
12,0,2400,2450,5000
12,0,2450,2500,5000
12,4,2500,2550,5000
12,0,2550,2600,5000
12,0,2600,2650,5000
12,0,2650,2700,5000
12,0,2700,2750,5000
12,0,2750,2800,5000
12,0,2800,2850,5000
12,0,2850,2900,5000
12,0,2900,2950,5000
12,0,2950,3000,5000
12,0,3000,3050,5000
12,0,3050,3100,5000
12,0,3100,3150,5000
12,0,3150,3200,5000
12,0,3200,3250,5000
12,0,3250,3300,5000
12,0,3300,3350,5000
12,0,3350,3400,5000
12,0,3400,3450,5000
12,0,3450,3500,5000
12,0,3500,3550,5000
12,0,3550,3600,5000
12,0,3600,3650,5000
12,0,3650,3700,5000
12,0,3700,3750,5000
12,0,3750,3800,5000
12,0,3800,3850,5000
12,0,3850,3900,5000
12,0,3900,3950,5000
12,0,3950,4000,5000
12,0,4000,4050,5000
12,0,4050,4100,5000
12,0,4100,4150,5000
12,0,4150,4200,5000
12,0,4200,4250,5000
12,0,4250,4300,5000
12,0,4300,4350,5000
12,0,4350,4400,5000
12,0,4400,4450,5000
12,0,4450,4500,5000
12,0,4500,4550,5000
12,0,4550,4600,5000
12,0,4600,4650,5000
12,0,4650,4700,5000
12,0,4700,4750,5000
12,0,4750,4800,5000
12,0,4800,4850,5000
12,0,4850,4900,5000
12,0,4900,4950,5000
12,0,4950,5000,5000
13,7,0,50,5000
13,7,50,100,5000
13,7,100,150,5000
13,7,150,200,5000
13,7,200,250,5000
13,7,250,300,5000
13,0,300,350,5000
13,7,350,400,5000
13,0,400,450,5000
13,0,450,500,5000
13,7,500,550,5000
13,7,550,600,5000
13,0,600,650,5000
13,0,650,700,5000
13,0,700,750,5000
13,7,750,800,5000
13,7,800,850,5000
13,0,850,900,5000
13,0,900,950,5000
13,0,950,1000,5000
13,7,1000,1050,5000
13,7,1050,1100,5000
13,7,1100,1150,5000
13,0,1150,1200,5000
13,0,1200,1250,5000
13,7,1250,1300,5000
13,0,1300,1350,5000
13,7,1350,1400,5000
13,0,1400,1450,5000
13,0,1450,1500,5000
13,7,1500,1550,5000
13,7,1550,1600,5000
13,0,1600,1650,5000
13,0,1650,1700,5000
13,0,1700,1750,5000
13,7,1750,1800,5000
13,7,1800,1850,5000
13,0,1850,1900,5000
13,0,1900,1950,5000
13,0,1950,2000,5000
13,7,2000,2050,5000
13,7,2050,2100,5000
13,7,2100,2150,5000
13,0,2150,2200,5000
13,0,2200,2250,5000
13,7,2250,2300,5000
13,0,2300,2350,5000
13,7,2350,2400,5000
13,0,2400,2450,5000
13,0,2450,2500,5000
13,7,2500,2550,5000
13,7,2550,2600,5000
13,7,2600,2650,5000
13,0,2650,2700,5000
13,0,2700,2750,5000
13,7,2750,2800,5000
13,7,2800,2850,5000
13,0,2850,2900,5000
13,0,2900,2950,5000
13,0,2950,3000,5000
13,7,3000,3050,5000
13,7,3050,3100,5000
13,7,3100,3150,5000
13,0,3150,3200,5000
13,0,3200,3250,5000
13,7,3250,3300,5000
13,0,3300,3350,5000
13,7,3350,3400,5000
13,0,3400,3450,5000
13,0,3450,3500,5000
13,7,3500,3550,5000
13,7,3550,3600,5000
13,0,3600,3650,5000
13,0,3650,3700,5000
13,0,3700,3750,5000
13,7,3750,3800,5000
13,7,3800,3850,5000
13,0,3850,3900,5000
13,0,3900,3950,5000
13,0,3950,4000,5000
13,7,4000,4050,5000
13,7,4050,4100,5000
13,7,4100,4150,5000
13,0,4150,4200,5000
13,0,4200,4250,5000
13,7,4250,4300,5000
13,0,4300,4350,5000
13,7,4350,4400,5000
13,0,4400,4450,5000
13,0,4450,4500,5000
13,7,4500,4550,5000
13,7,4550,4600,5000
13,0,4600,4650,5000
13,0,4650,4700,5000
13,0,4700,4750,5000
13,7,4750,4800,5000
13,7,4800,4850,5000
13,0,4850,4900,5000
13,0,4900,4950,5000
13,0,4950,5000,5000
14,3,0,50,5000
14,3,50,100,5000
14,0,100,150,5000
14,0,150,200,5000
14,0,200,250,5000
14,0,250,300,5000
14,0,300,350,5000
14,0,350,400,5000
14,0,400,450,5000
14,0,450,500,5000
14,0,500,550,5000
14,0,550,600,5000
14,0,600,650,5000
14,0,650,700,5000
14,0,700,750,5000
14,0,750,800,5000
14,0,800,850,5000
14,0,850,900,5000
14,0,900,950,5000
14,0,950,1000,5000
14,0,1000,1050,5000
14,0,1050,1100,5000
14,0,1100,1150,5000
14,0,1150,1200,5000
14,0,1200,1250,5000
14,0,1250,1300,5000
14,0,1300,1350,5000
14,0,1350,1400,5000
14,0,1400,1450,5000
14,0,1450,1500,5000
14,0,1500,1550,5000
14,0,1550,1600,5000
14,0,1600,1650,5000
14,0,1650,1700,5000
14,0,1700,1750,5000
14,0,1750,1800,5000
14,0,1800,1850,5000
14,0,1850,1900,5000
14,0,1900,1950,5000
14,0,1950,2000,5000
14,0,2000,2050,5000
14,0,2050,2100,5000
14,0,2100,2150,5000
14,0,2150,2200,5000
14,0,2200,2250,5000
14,0,2250,2300,5000
14,0,2300,2350,5000
14,0,2350,2400,5000
14,0,2400,2450,5000
14,0,2450,2500,5000
14,0,2500,2550,5000
14,0,2550,2600,5000
14,0,2600,2650,5000
14,0,2650,2700,5000
14,0,2700,2750,5000
14,0,2750,2800,5000
14,0,2800,2850,5000
14,0,2850,2900,5000
14,0,2900,2950,5000
14,0,2950,3000,5000
14,0,3000,3050,5000
14,0,3050,3100,5000
14,0,3100,3150,5000
14,0,3150,3200,5000
14,0,3200,3250,5000
14,0,3250,3300,5000
14,0,3300,3350,5000
14,0,3350,3400,5000
14,0,3400,3450,5000
14,0,3450,3500,5000
14,0,3500,3550,5000
14,0,3550,3600,5000
14,0,3600,3650,5000
14,0,3650,3700,5000
14,0,3700,3750,5000
14,0,3750,3800,5000
14,0,3800,3850,5000
14,0,3850,3900,5000
14,0,3900,3950,5000
14,0,3950,4000,5000
14,0,4000,4050,5000
14,0,4050,4100,5000
14,0,4100,4150,5000
14,0,4150,4200,5000
14,0,4200,4250,5000
14,0,4250,4300,5000
14,0,4300,4350,5000
14,0,4350,4400,5000
14,0,4400,4450,5000
14,0,4450,4500,5000
14,0,4500,4550,5000
14,0,4550,4600,5000
14,0,4600,4650,5000
14,0,4650,4700,5000
14,0,4700,4750,5000
14,0,4750,4800,5000
14,0,4800,4850,5000
14,0,4850,4900,5000
14,0,4900,4950,5000
14,0,4950,5000,5000
15,3,0,50,5000
15,3,50,100,5000
15,3,100,150,5000
15,3,150,200,5000
15,3,200,250,5000
15,3,250,300,5000
15,3,300,350,5000
15,0,350,400,5000
15,0,400,450,5000
15,0,450,500,5000
15,3,500,550,5000
15,3,550,600,5000
15,3,600,650,5000
15,3,650,700,5000
15,3,700,750,5000
15,3,750,800,5000
15,3,800,850,5000
15,0,850,900,5000
15,0,900,950,5000
15,0,950,1000,5000
15,3,1000,1050,5000
15,3,1050,1100,5000
15,3,1100,1150,5000
15,3,1150,1200,5000
15,3,1200,1250,5000
15,3,1250,1300,5000
15,3,1300,1350,5000
15,0,1350,1400,5000
15,0,1400,1450,5000
15,0,1450,1500,5000
15,3,1500,1550,5000
15,3,1550,1600,5000
15,3,1600,1650,5000
15,3,1650,1700,5000
15,3,1700,1750,5000
15,3,1750,1800,5000
15,3,1800,1850,5000
15,0,1850,1900,5000
15,0,1900,1950,5000
15,0,1950,2000,5000
15,3,2000,2050,5000
15,3,2050,2100,5000
15,3,2100,2150,5000
15,3,2150,2200,5000
15,3,2200,2250,5000
15,3,2250,2300,5000
15,3,2300,2350,5000
15,0,2350,2400,5000
15,0,2400,2450,5000
15,0,2450,2500,5000
15,3,2500,2550,5000
15,3,2550,2600,5000
15,3,2600,2650,5000
15,3,2650,2700,5000
15,3,2700,2750,5000
15,3,2750,2800,5000
15,3,2800,2850,5000
15,0,2850,2900,5000
15,0,2900,2950,5000
15,0,2950,3000,5000
15,3,3000,3050,5000
15,3,3050,3100,5000
15,3,3100,3150,5000
15,3,3150,3200,5000
15,3,3200,3250,5000
15,3,3250,3300,5000
15,3,3300,3350,5000
15,0,3350,3400,5000
15,0,3400,3450,5000
15,0,3450,3500,5000
15,3,3500,3550,5000
15,3,3550,3600,5000
15,3,3600,3650,5000
15,3,3650,3700,5000
15,3,3700,3750,5000
15,3,3750,3800,5000
15,3,3800,3850,5000
15,0,3850,3900,5000
15,0,3900,3950,5000
15,0,3950,4000,5000
15,3,4000,4050,5000
15,3,4050,4100,5000
15,3,4100,4150,5000
15,3,4150,4200,5000
15,3,4200,4250,5000
15,3,4250,4300,5000
15,3,4300,4350,5000
15,0,4350,4400,5000
15,0,4400,4450,5000
15,0,4450,4500,5000
15,3,4500,4550,5000
15,3,4550,4600,5000
15,3,4600,4650,5000
15,3,4650,4700,5000
15,3,4700,4750,5000
15,3,4750,4800,5000
15,3,4800,4850,5000
15,0,4850,4900,5000
15,0,4900,4950,5000
15,0,4950,5000,5000
16,5,0,50,5000
16,1,50,100,5000
16,1,100,150,5000
16,5,150,200,5000
16,1,200,250,5000
16,1,250,300,5000
16,1,300,350,5000
16,0,350,400,5000
16,0,400,450,5000
16,0,450,500,5000
16,0,500,550,5000
16,0,550,600,5000
16,0,600,650,5000
16,0,650,700,5000
16,0,700,750,5000
16,0,750,800,5000
16,0,800,850,5000
16,0,850,900,5000
16,0,900,950,5000
16,0,950,1000,5000
16,5,1000,1050,5000
16,1,1050,1100,5000
16,1,1100,1150,5000
16,0,1150,1200,5000
16,0,1200,1250,5000
16,0,1250,1300,5000
16,0,1300,1350,5000
16,0,1350,1400,5000
16,0,1400,1450,5000
16,0,1450,1500,5000
16,0,1500,1550,5000
16,0,1550,1600,5000
16,0,1600,1650,5000
16,0,1650,1700,5000
16,0,1700,1750,5000
16,0,1750,1800,5000
16,0,1800,1850,5000
16,0,1850,1900,5000
16,0,1900,1950,5000
16,0,1950,2000,5000
16,5,2000,2050,5000
16,1,2050,2100,5000
16,1,2100,2150,5000
16,0,2150,2200,5000
16,0,2200,2250,5000
16,0,2250,2300,5000
16,0,2300,2350,5000
16,0,2350,2400,5000
16,0,2400,2450,5000
16,0,2450,2500,5000
16,5,2500,2550,5000
16,0,2550,2600,5000
16,0,2600,2650,5000
16,0,2650,2700,5000
16,0,2700,2750,5000
16,0,2750,2800,5000
16,0,2800,2850,5000
16,0,2850,2900,5000
16,0,2900,2950,5000
16,0,2950,3000,5000
16,5,3000,3050,5000
16,1,3050,3100,5000
16,1,3100,3150,5000
16,0,3150,3200,5000
16,0,3200,3250,5000
16,0,3250,3300,5000
16,0,3300,3350,5000
16,0,3350,3400,5000
16,0,3400,3450,5000
16,0,3450,3500,5000
16,0,3500,3550,5000
16,0,3550,3600,5000
16,0,3600,3650,5000
16,0,3650,3700,5000
16,0,3700,3750,5000
16,0,3750,3800,5000
16,0,3800,3850,5000
16,0,3850,3900,5000
16,0,3900,3950,5000
16,0,3950,4000,5000
16,5,4000,4050,5000
16,1,4050,4100,5000
16,1,4100,4150,5000
16,0,4150,4200,5000
16,0,4200,4250,5000
16,0,4250,4300,5000
16,0,4300,4350,5000
16,0,4350,4400,5000
16,0,4400,4450,5000
16,0,4450,4500,5000
16,0,4500,4550,5000
16,0,4550,4600,5000
16,0,4600,4650,5000
16,0,4650,4700,5000
16,0,4700,4750,5000
16,0,4750,4800,5000
16,0,4800,4850,5000
16,0,4850,4900,5000
16,0,4900,4950,5000
16,0,4950,5000,5000
17,1,0,50,5000
17,1,50,100,5000
17,0,100,150,5000
17,1,150,200,5000
17,1,200,250,5000
17,1,250,300,5000
17,1,300,350,5000
17,0,350,400,5000
17,1,400,450,5000
17,1,450,500,5000
17,1,500,550,5000
17,1,550,600,5000
17,1,600,650,5000
17,1,650,700,5000
17,1,700,750,5000
17,0,750,800,5000
17,0,800,850,5000
17,1,850,900,5000
17,1,900,950,5000
17,0,950,1000,5000
17,1,1000,1050,5000
17,1,1050,1100,5000
17,1,1100,1150,5000
17,0,1150,1200,5000
17,0,1200,1250,5000
17,1,1250,1300,5000
17,1,1300,1350,5000
17,0,1350,1400,5000
17,0,1400,1450,5000
17,1,1450,1500,5000
17,1,1500,1550,5000
17,1,1550,1600,5000
17,1,1600,1650,5000
17,1,1650,1700,5000
17,1,1700,1750,5000
17,0,1750,1800,5000
17,0,1800,1850,5000
17,1,1850,1900,5000
17,1,1900,1950,5000
17,0,1950,2000,5000
17,1,2000,2050,5000
17,1,2050,2100,5000
17,1,2100,2150,5000
17,0,2150,2200,5000
17,0,2200,2250,5000
17,1,2250,2300,5000
17,1,2300,2350,5000
17,0,2350,2400,5000
17,0,2400,2450,5000
17,1,2450,2500,5000
17,1,2500,2550,5000
17,1,2550,2600,5000
17,0,2600,2650,5000
17,1,2650,2700,5000
17,1,2700,2750,5000
17,0,2750,2800,5000
17,0,2800,2850,5000
17,1,2850,2900,5000
17,1,2900,2950,5000
17,0,2950,3000,5000
17,1,3000,3050,5000
17,1,3050,3100,5000
17,1,3100,3150,5000
17,0,3150,3200,5000
17,0,3200,3250,5000
17,1,3250,3300,5000
17,1,3300,3350,5000
17,0,3350,3400,5000
17,0,3400,3450,5000
17,1,3450,3500,5000
17,1,3500,3550,5000
17,1,3550,3600,5000
17,1,3600,3650,5000
17,1,3650,3700,5000
17,1,3700,3750,5000
17,0,3750,3800,5000
17,0,3800,3850,5000
17,1,3850,3900,5000
17,1,3900,3950,5000
17,0,3950,4000,5000
17,1,4000,4050,5000
17,1,4050,4100,5000
17,1,4100,4150,5000
17,0,4150,4200,5000
17,0,4200,4250,5000
17,1,4250,4300,5000
17,1,4300,4350,5000
17,0,4350,4400,5000
17,0,4400,4450,5000
17,1,4450,4500,5000
17,1,4500,4550,5000
17,1,4550,4600,5000
17,1,4600,4650,5000
17,1,4650,4700,5000
17,1,4700,4750,5000
17,0,4750,4800,5000
17,0,4800,4850,5000
17,1,4850,4900,5000
17,1,4900,4950,5000
17,0,4950,5000,5000
18,5,0,50,5000
18,5,50,100,5000
18,0,100,150,5000
18,0,150,200,5000
18,0,200,250,5000
18,0,250,300,5000
18,0,300,350,5000
18,0,350,400,5000
18,0,400,450,5000
18,0,450,500,5000
18,0,500,550,5000
18,0,550,600,5000
18,0,600,650,5000
18,0,650,700,5000
18,0,700,750,5000
18,0,750,800,5000
18,0,800,850,5000
18,0,850,900,5000
18,0,900,950,5000
18,0,950,1000,5000
18,5,1000,1050,5000
18,0,1050,1100,5000
18,0,1100,1150,5000
18,0,1150,1200,5000
18,0,1200,1250,5000
18,0,1250,1300,5000
18,0,1300,1350,5000
18,0,1350,1400,5000
18,0,1400,1450,5000
18,0,1450,1500,5000
18,0,1500,1550,5000
18,0,1550,1600,5000
18,0,1600,1650,5000
18,0,1650,1700,5000
18,0,1700,1750,5000
18,0,1750,1800,5000
18,0,1800,1850,5000
18,0,1850,1900,5000
18,0,1900,1950,5000
18,0,1950,2000,5000
18,5,2000,2050,5000
18,0,2050,2100,5000
18,0,2100,2150,5000
18,0,2150,2200,5000
18,0,2200,2250,5000
18,0,2250,2300,5000
18,0,2300,2350,5000
18,0,2350,2400,5000
18,0,2400,2450,5000
18,0,2450,2500,5000
18,5,2500,2550,5000
18,0,2550,2600,5000
18,0,2600,2650,5000
18,0,2650,2700,5000
18,0,2700,2750,5000
18,0,2750,2800,5000
18,0,2800,2850,5000
18,0,2850,2900,5000
18,0,2900,2950,5000
18,0,2950,3000,5000
18,5,3000,3050,5000
18,0,3050,3100,5000
18,0,3100,3150,5000
18,0,3150,3200,5000
18,0,3200,3250,5000
18,0,3250,3300,5000
18,0,3300,3350,5000
18,0,3350,3400,5000
18,0,3400,3450,5000
18,0,3450,3500,5000
18,0,3500,3550,5000
18,0,3550,3600,5000
18,0,3600,3650,5000
18,0,3650,3700,5000
18,0,3700,3750,5000
18,0,3750,3800,5000
18,0,3800,3850,5000
18,0,3850,3900,5000
18,0,3900,3950,5000
18,0,3950,4000,5000
18,5,4000,4050,5000
18,0,4050,4100,5000
18,0,4100,4150,5000
18,0,4150,4200,5000
18,0,4200,4250,5000
18,0,4250,4300,5000
18,0,4300,4350,5000
18,0,4350,4400,5000
18,0,4400,4450,5000
18,0,4450,4500,5000
18,0,4500,4550,5000
18,0,4550,4600,5000
18,0,4600,4650,5000
18,0,4650,4700,5000
18,0,4700,4750,5000
18,0,4750,4800,5000
18,0,4800,4850,5000
18,0,4850,4900,5000
18,0,4900,4950,5000
18,0,4950,5000,5000
19,3,0,50,5000
19,3,50,100,5000
19,3,100,150,5000
19,3,150,200,5000
19,3,200,250,5000
19,3,250,300,5000
19,3,300,350,5000
19,3,350,400,5000
19,3,400,450,5000
19,3,450,500,5000
19,3,500,550,5000
19,3,550,600,5000
19,3,600,650,5000
19,3,650,700,5000
19,0,700,750,5000
19,0,750,800,5000
19,3,800,850,5000
19,3,850,900,5000
19,0,900,950,5000
19,0,950,1000,5000
19,3,1000,1050,5000
19,3,1050,1100,5000
19,0,1100,1150,5000
19,0,1150,1200,5000
19,3,1200,1250,5000
19,3,1250,1300,5000
19,0,1300,1350,5000
19,0,1350,1400,5000
19,3,1400,1450,5000
19,3,1450,1500,5000
19,3,1500,1550,5000
19,3,1550,1600,5000
19,3,1600,1650,5000
19,3,1650,1700,5000
19,0,1700,1750,5000
19,0,1750,1800,5000
19,3,1800,1850,5000
19,3,1850,1900,5000
19,0,1900,1950,5000
19,0,1950,2000,5000
19,3,2000,2050,5000
19,3,2050,2100,5000
19,0,2100,2150,5000
19,0,2150,2200,5000
19,3,2200,2250,5000
19,3,2250,2300,5000
19,0,2300,2350,5000
19,0,2350,2400,5000
19,3,2400,2450,5000
19,3,2450,2500,5000
19,3,2500,2550,5000
19,3,2550,2600,5000
19,3,2600,2650,5000
19,3,2650,2700,5000
19,0,2700,2750,5000
19,0,2750,2800,5000
19,3,2800,2850,5000
19,3,2850,2900,5000
19,0,2900,2950,5000
19,0,2950,3000,5000
19,3,3000,3050,5000
19,3,3050,3100,5000
19,0,3100,3150,5000
19,0,3150,3200,5000
19,3,3200,3250,5000
19,3,3250,3300,5000
19,0,3300,3350,5000
19,0,3350,3400,5000
19,3,3400,3450,5000
19,3,3450,3500,5000
19,3,3500,3550,5000
19,3,3550,3600,5000
19,3,3600,3650,5000
19,3,3650,3700,5000
19,0,3700,3750,5000
19,0,3750,3800,5000
19,3,3800,3850,5000
19,3,3850,3900,5000
19,0,3900,3950,5000
19,0,3950,4000,5000
19,3,4000,4050,5000
19,3,4050,4100,5000
19,0,4100,4150,5000
19,0,4150,4200,5000
19,3,4200,4250,5000
19,3,4250,4300,5000
19,0,4300,4350,5000
19,0,4350,4400,5000
19,3,4400,4450,5000
19,3,4450,4500,5000
19,3,4500,4550,5000
19,3,4550,4600,5000
19,3,4600,4650,5000
19,3,4650,4700,5000
19,0,4700,4750,5000
19,0,4750,4800,5000
19,3,4800,4850,5000
19,3,4850,4900,5000
19,0,4900,4950,5000
19,0,4950,5000,5000
